sub_id,user_id,plan,mrr,start_date,end_date,status
sub_0000416,u_0055374,starter,28,2023-10-12,,active
sub_0000417,u_0048204,business,198,2023-10-15,,active
sub_0000418,u_0090031,starter,-29,2023-10-24,,active
sub_0000419,u_0037680,starter,31,2023-10-19,,active
sub_0000420,u_0090594,starter,28,2023-10-14,,active
sub_0000421,u_0041683,starter,27,2023-10-13,,active
sub_0000422,u_0089871,pro,80,2023-10-20,,active
sub_0000423,u_0061839,pro,79,2023-10-20,,active
sub_0000424,u_0028395,starter,30,2023-10-12,,active
sub_0000425,u_0084512,pro,80,2023-10-13,,active
sub_0000426,u_0028839,starter,30,2023-10-21,,active
sub_0000427,u_0079214,starter,31,2023-10-12,,active
sub_0000428,u_0038971,starter,28,2023-10-18,,active
sub_0000429,u_0084316,pro,78,2023-10-21,,active
sub_0000430,u_0099577,business,0,2023-10-14,,active
sub_0000431,u_0066180,pro,-80,2023-10-21,,active
sub_0000432,u_0038706,pro,77,2023-10-12,,active
sub_0000433,u_0064480,business,199,2023-10-20,,active
sub_0000434,u_0001806,pro,80,2023-10-14,,active
sub_0000435,u_0044074,starter,28,2023-10-15,,active
sub_0000436,u_0088913,pro,78,2023-10-12,,active
sub_0000437,u_0015447,starter,31,2023-10-15,,active
sub_0000438,u_0042415,pro,77,2023-10-21,,active
sub_0000439,u_0023139,pro,78,2023-10-15,,active
sub_0000440,u_0029258,pro,78,2023-10-15,,active
sub_0000441,u_0075628,pro,78,2023-10-13,,active
sub_0000442,u_0052404,starter,30,2023-10-14,,active
sub_0000443,u_0028442,business,199,2023-10-18,,active
sub_0000444,u_0095144,starter,30,2023-10-14,,active
sub_0000445,u_0081738,starter,27,2023-10-13,,active
sub_0000446,u_0037417,starter,30,2023-10-16,,active
sub_0000447,u_0001426,starter,31,2023-10-18,,active
sub_0000448,u_0003507,starter,28,2023-10-17,,active
sub_0000449,u_0058569,starter,29,2023-10-13,,active
sub_0000450,u_0055616,business,201,2023-10-13,,active
sub_0000451,u_0062928,starter,30,2023-10-19,,active
sub_0000452,u_0048338,pro,81,2023-10-16,,active
sub_0000453,u_0047430,starter,28,2023-10-22,,active
sub_0000454,u_0081919,starter,28,2023-10-14,,active
sub_0000455,u_0065102,starter,29,2023-10-13,,active
sub_0000456,u_0081903,pro,78,2023-10-29,,active
sub_0000457,u_0058304,pro,77,2023-10-18,,active
sub_0000458,u_0070824,pro,81,2023-10-21,,active
sub_0000459,u_0082562,starter,27,2023-10-19,,active
sub_0000460,u_0069883,starter,28,2023-10-13,,active
sub_0000461,u_0025343,starter,31,2023-10-19,,active
sub_0000462,u_0012844,starter,27,2023-10-19,,active
sub_0000463,u_0000519,starter,31,2023-10-17,,active
sub_0000464,u_0054907,starter,28,2023-10-17,,active
sub_0000465,u_0018114,starter,27,2023-10-14,,active
sub_0000466,u_0028274,business,198,2023-10-23,,active
sub_0000467,u_0041617,starter,30,2023-10-14,,active
sub_0000468,u_0071441,,28,2023-10-18,,active
sub_0000469,u_0011453,starter,30,2023-10-16,,active
sub_0000470,u_0092120,starter,27,2023-10-14,,active
sub_0000471,u_0063896,starter,29,2023-10-13,,active
sub_0000472,u_0097066,starter,28,2023-10-21,,active
sub_0000473,u_0093900,starter,29,2023-10-16,,active
sub_0000474,u_0008421,starter,27,2023-10-17,,active
sub_0000475,u_0077847,starter,31,2023-10-14,,active
sub_0000476,u_0074452,starter,27,2023-10-22,,active
sub_0000477,u_0086898,pro,77,2023-10-23,,active
sub_0000478,u_0028967,pro,79,2023-10-20,,active
sub_0000479,u_0089221,starter,28,2023-10-18,,active
sub_0000480,u_0002323,starter,30,2023-10-20,,active
sub_0000481,u_0052421,starter,30,2023-10-15,,active
sub_0000482,u_0057993,,31,2023-10-17,,active
sub_0000483,u_0002025,starter,29,2023-10-13,,active
sub_0000484,u_0047833,starter,27,2023-10-16,,active
sub_0000485,u_0099475,pro,78,2023-10-19,,active
sub_0000486,u_0070441,starter,31,2023-10-19,,active
sub_0000487,u_0092368,starter,28,2023-10-15,,active
sub_0000488,u_0015601,pro,78,2023-10-20,,active
sub_0000489,u_0026480,pro,78,2023-10-16,,active
sub_0000490,u_0026555,starter,27,2023-10-19,,active
sub_0000491,u_0003731,STARTER,28,2023-10-14,,active
sub_0000492,u_0022154,starter,29,2023-10-14,,active
sub_0000493,u_0037063,starter,27,2023-10-15,,active
sub_0000494,u_0049486,starter,31,2023-10-15,,active
sub_0000495,u_0081316,business,201,2023-10-20,,active
sub_0000496,u_0011696,pro,77,2023-10-25,,active
sub_0000497,u_0076073,pro,81,2023-10-20,,active
sub_0000498,u_0011824,starter,28,2023-10-19,,active
